"id","highTeam.x","season.x","lowTeam.x","pred","lowTeamSeed","highTeamSeed","lowSeed","highSeed","lowTeamWins","lowTeamLosses","highTeamWins","highTeamLosses","lowTeamWinRate","highTeamWinRate","season.y","daynum","wteam","wscore","lteam","lscore","numot","lowTeamWon","lowTeam.y","highTeam.y","lhWinDiff","pred.algo","pred.lhWinDiff","pred.seeds"
"O_636_731","731","O","636",0.648320433436532,"Y01","Z03","01","03",32,2,24,8,0.941176470588235,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191176470588235,0.842105263157895,0.691176470588235,0.56
"O_636_738","738","O","636",0.608772505497526,"Y01","X04","01","04",32,2,27,5,0.941176470588235,0.84375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0974264705882353,0.747663551401869,0.597426470588235,0.59
"O_636_743","743","O","636",0.671909854851031,"Y01","X07","01","07",32,2,26,8,0.941176470588235,0.764705882352941,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.176470588235294,0.831168831168831,0.676470588235294,0.68
"O_636_745","745","O","636",0.767281998226426,"Y01","X15","01","15",32,2,23,11,0.941176470588235,0.676470588235294,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.264705882352941,0.884422110552764,0.764705882352941,0.92
"O_636_751","751","O","636",0.730820433436532,"Y01","X14","01","14",32,2,21,7,0.941176470588235,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191176470588235,0.842105263157895,0.691176470588235,0.89
"O_636_754","754","O","636",0.711730776480641,"Y01","Y11","01","11",32,2,23,8,0.941176470588235,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.199240986717268,0.847682119205298,0.699240986717268,0.8
"O_636_757","757","O","636",0.766510156209723,"Y01","Y15","01","15",32,2,19,9,0.941176470588235,0.678571428571429,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.262605042016807,0.883435582822086,0.762605042016807,0.92
"O_636_766","766","O","636",0.690870614321117,"Y01","X13","01","13",32,2,27,6,0.941176470588235,0.818181818181818,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.122994652406417,0.780487804878049,0.622994652406417,0.86
"O_636_781","781","O","636",0.659936974789916,"Y01","X10","01","10",32,2,25,5,0.941176470588235,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.107843137254902,0.761904761904762,0.607843137254902,0.77
"O_636_786","786","O","636",0.56545716112532,"Y01","Z01","01","01",32,2,28,4,0.941176470588235,0.875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0661764705882353,0.695652173913043,0.566176470588235,0.5
"O_636_789","789","O","636",0.610545062061522,"Y01","W05","01","05",32,2,29,5,0.941176470588235,0.852941176470588,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0882352941176471,0.733944954128441,0.588235294117647,0.62
"O_636_790","790","O","636",0.667550505050505,"Y01","Y06","01","06",32,2,25,8,0.941176470588235,0.757575757575758,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.183600713012478,0.836601307189543,0.683600713012478,0.65
"O_636_793","793","O","636",0.695261650114591,"Y01","W08","01","08",32,2,24,9,0.941176470588235,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.213903743315508,0.857142857142857,0.713903743315508,0.71
"O_636_794","794","O","636",0.679742232687867,"Y01","X05","01","05",32,2,22,9,0.941176470588235,0.709677419354839,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.231499051233397,0.867469879518072,0.731499051233397,0.62
"O_636_817","817","O","636",0.685820433436532,"Y01","Y08","01","08",32,2,24,8,0.941176470588235,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191176470588235,0.842105263157895,0.691176470588235,0.71
"O_636_822","822","O","636",0.698722971402,"Y01","X12","01","12",32,2,26,7,0.941176470588235,0.787878787878788,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.153297682709447,0.811594202898551,0.653297682709447,0.83
"O_636_824","824","O","636",0.686390429122469,"Y01","Z12","01","12",32,2,26,6,0.941176470588235,0.8125,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.128676470588235,0.786885245901639,0.628676470588235,0.83
"O_636_827","827","O","636",0.659230776480641,"Y01","Z04","01","04",32,2,23,8,0.941176470588235,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.199240986717268,0.847682119205298,0.699240986717268,0.59
"O_636_828","828","O","636",0.751988339714584,"Y01","Z16","01","16",32,2,25,9,0.941176470588235,0.735294117647059,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.205882352941176,0.85207100591716,0.705882352941176,0.95
"O_636_829","829","O","636",0.630128083491461,"Y01","X02","01","02",32,2,24,7,0.941176470588235,0.774193548387097,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.166982922201139,0.823529411764706,0.666982922201139,0.53
"O_636_839","839","O","636",0.729964701349621,"Y01","W09","01","09",32,2,19,10,0.941176470588235,0.655172413793103,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.286004056795132,0.893854748603352,0.786004056795132,0.74
"O_636_840","840","O","636",0.717761650114591,"Y01","W11","01","11",32,2,24,9,0.941176470588235,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.213903743315508,0.857142857142857,0.713903743315508,0.8
"O_636_843","843","O","636",0.608370614321116,"Y01","W02","01","02",32,2,27,6,0.941176470588235,0.818181818181818,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.122994652406417,0.780487804878049,0.622994652406417,0.53
"O_636_848","848","O","636",0.812238562091503,"Y01","X16b","01","16",32,2,17,13,0.941176470588235,0.566666666666667,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.374509803921569,0.924444444444445,0.874509803921569,0.95
"O_636_849","849","O","636",0.659230776480641,"Y01","W04","01","04",32,2,23,8,0.941176470588235,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.199240986717268,0.847682119205298,0.699240986717268,0.59
"O_636_850","850","O","636",0.720050505050505,"Y01","W13","01","13",32,2,25,8,0.941176470588235,0.757575757575758,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.183600713012478,0.836601307189543,0.683600713012478,0.86
"O_636_853","853","O","636",0.670820433436532,"Y01","Z06","01","06",32,2,24,8,0.941176470588235,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191176470588235,0.842105263157895,0.691176470588235,0.65
"O_637_640","640","O","637",0.373138820309146,"Z02","W01","02","01",25,7,32,2,0.78125,0.941176470588235,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.159926470588235,0.182481751824818,0.340073529411765,0.47
"O_637_644","644","O","637",0.65814047029703,"Z02","Y16","02","16",25,7,22,10,0.78125,0.6875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.09375,0.618811881188119,0.59375,0.92
"O_637_651","651","O","637",0.637017045454545,"Z02","X09","02","09",25,7,20,12,0.78125,0.625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.15625,0.681818181818182,0.65625,0.71
"O_637_660","660","O","637",0.593902243589744,"Z02","W06","02","06",25,7,22,11,0.78125,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.114583333333333,0.641025641025641,0.614583333333333,0.62
"O_637_662","662","O","637",0.543222104519774,"Z02","Y04","02","04",25,7,22,8,0.78125,0.733333333333333,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0479166666666667,0.564971751412429,0.547916666666667,0.56
"O_637_671","671","O","637",0.541182065217391,"Z02","Y05","02","05",25,7,24,8,0.78125,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.03125,0.543478260869565,0.53125,0.59
"O_637_673","673","O","637",0.655540565802592,"Z02","Z11","02","11",25,7,21,13,0.78125,0.617647058823529,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.163602941176471,0.688559322033898,0.663602941176471,0.77
"O_637_676","676","O","637",0.61314047029703,"Z02","W10","02","10",25,7,22,10,0.78125,0.6875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.09375,0.618811881188119,0.59375,0.74
"O_637_680","680","O","637",0.642008295937648,"Z02","W14","02","14",25,7,20,9,0.78125,0.689655172413793,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0915948275862069,0.616438356164383,0.591594827586207,0.86
"O_637_683","683","O","637",0.616182065217391,"Z02","W15","02","15",25,7,27,9,0.78125,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.03125,0.543478260869565,0.53125,0.89
"O_637_687","687","O","637",0.518521959459459,"Z02","Z13","02","13",25,7,28,4,0.78125,0.875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.09375,0.337837837837838,0.40625,0.83
"O_637_701","701","O","637",0.440623781128113,"Z02","W03","02","03",25,7,29,4,0.78125,0.878787878787879,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0975378787878788,0.33003300330033,0.402462121212121,0.53
"O_637_702","702","O","637",0.644164691943128,"Z02","Y12","02","12",25,7,21,11,0.78125,0.65625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.125,0.651658767772512,0.625,0.8
"O_637_711","711","O","637",0.750722104519774,"Z02","Z15","02","15",25,7,22,8,0.78125,0.733333333333333,"O",136,637,82,711,62,0,1,637,711,0.0479166666666667,0.564971751412429,0.547916666666667,0.89
"O_637_714","714","O","637",0.488521959459459,"Z02","Y09","02","09",25,7,28,4,0.78125,0.875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.09375,0.337837837837838,0.40625,0.71
"O_637_717","717","O","637",0.588878339179709,"Z02","X06","02","06",25,7,23,11,0.78125,0.676470588235294,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.104779411764706,0.630733944954128,0.604779411764706,0.62
"O_637_718","718","O","637",0.608682065217391,"Z02","Z14","02","14",25,7,24,8,0.78125,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.03125,0.543478260869565,0.53125,0.86
"O_637_719","719","O","637",0.691825105042017,"Z02","Y14","02","14",25,7,20,14,0.78125,0.588235294117647,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.193014705882353,0.714285714285714,0.693014705882353,0.86
"O_637_720","720","O","637",0.491975395927602,"Z02","Y02","02","02",25,7,27,7,0.78125,0.794117647058823,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0128676470588235,0.480769230769231,0.487132352941177,0.5
"O_637_722","722","O","637",0.59064047029703,"Z02","Y07","02","07",25,7,22,10,0.78125,0.6875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.09375,0.618811881188119,0.59375,0.65
"O_637_723","723","O","637",0.577526081767786,"Z02","X11","02","11",25,7,26,8,0.78125,0.764705882352941,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0165441176470589,0.523560209424084,0.516544117647059,0.77
"O_637_731","731","O","637",0.526182065217391,"Z02","Z03","02","03",25,7,24,8,0.78125,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.03125,0.543478260869565,0.53125,0.53
"O_637_738","738","O","637",0.473897292993631,"Z02","X04","02","04",25,7,27,5,0.78125,0.84375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0625,0.398089171974522,0.4375,0.56
"O_637_743","743","O","637",0.547526081767786,"Z02","X07","02","07",25,7,26,8,0.78125,0.764705882352941,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0165441176470589,0.523560209424084,0.516544117647059,0.65
"O_637_745","745","O","637",0.656378339179709,"Z02","X15","02","15",25,7,23,11,0.78125,0.676470588235294,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.104779411764706,0.630733944954128,0.604779411764706,0.89
"O_637_751","751","O","637",0.608682065217391,"Z02","X14","02","14",25,7,21,7,0.78125,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.03125,0.543478260869565,0.53125,0.86
"O_637_754","754","O","637",0.590832784156912,"Z02","Y11","02","11",25,7,23,8,0.78125,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0393145161290323,0.554016620498615,0.539314516129032,0.77
"O_637_757","757","O","637",0.655292547885076,"Z02","Y15","02","15",25,7,19,9,0.78125,0.678571428571429,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.102678571428571,0.628491620111732,0.602678571428571,0.89
"O_637_766","766","O","637",0.558886514481094,"Z02","X13","02","13",25,7,27,6,0.78125,0.818181818181818,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0369318181818182,0.442477876106194,0.463068181818182,0.83
"O_637_781","781","O","637",0.526145833333333,"Z02","X10","02","10",25,7,25,5,0.78125,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0520833333333334,0.416666666666666,0.447916666666667,0.74
"O_637_786","786","O","637",0.428521959459459,"Z02","Z01","02","01",25,7,28,4,0.78125,0.875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.09375,0.337837837837838,0.40625,0.47
"O_637_789","789","O","637",0.474851596126255,"Z02","W05","02","05",25,7,29,5,0.78125,0.852941176470588,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0716911764705882,0.38109756097561,0.428308823529412,0.59
"O_637_790","790","O","637",0.544251893939394,"Z02","Y06","02","06",25,7,25,8,0.78125,0.757575757575758,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0236742424242424,0.533333333333333,0.523674242424242,0.62
"O_637_793","793","O","637",0.576624089174185,"Z02","W08","02","08",25,7,24,9,0.78125,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0539772727272727,0.572519083969466,0.553977272727273,0.68
"O_637_794","794","O","637",0.563810031704826,"Z02","X05","02","05",25,7,22,9,0.78125,0.709677419354839,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0715725806451613,0.593667546174142,0.571572580645161,0.59
"O_637_817","817","O","637",0.563682065217391,"Z02","Y08","02","08",25,7,24,8,0.78125,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.03125,0.543478260869565,0.53125,0.68
"O_637_822","822","O","637",0.570891822638146,"Z02","X12","02","12",25,7,26,7,0.78125,0.787878787878788,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.00662878787878785,0.490196078431373,0.493371212121212,0.8
"O_637_824","824","O","637",0.555139307228916,"Z02","Z12","02","12",25,7,26,6,0.78125,0.8125,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.03125,0.451807228915663,0.46875,0.8
"O_637_827","827","O","637",0.538332784156912,"Z02","Z04","02","04",25,7,23,8,0.78125,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0393145161290323,0.554016620498615,0.539314516129032,0.56
"O_637_828","828","O","637",0.632113970588235,"Z02","Z16","02","16",25,7,25,9,0.78125,0.735294117647059,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0459558823529411,0.5625,0.545955882352941,0.92
"O_637_829","829","O","637",0.504315133311389,"Z02","X02","02","02",25,7,24,7,0.78125,0.774193548387097,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.00705645161290325,0.510204081632653,0.507056451612903,0.5
"O_637_839","839","O","637",0.622204775141803,"Z02","W09","02","09",25,7,19,10,0.78125,0.655172413793103,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.126077586206897,0.652741514360313,0.626077586206897,0.71
"O_637_840","840","O","637",0.599124089174185,"Z02","W11","02","11",25,7,24,9,0.78125,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0539772727272727,0.572519083969466,0.553977272727273,0.77
"O_637_843","843","O","637",0.476386514481094,"Z02","W02","02","02",25,7,27,6,0.78125,0.818181818181818,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,-0.0369318181818182,0.442477876106194,0.463068181818182,0.5
"O_637_848","848","O","637",0.716641328828829,"Z02","X16b","02","16",25,7,17,13,0.78125,0.566666666666667,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.214583333333333,0.731981981981982,0.714583333333333,0.92
"O_637_849","849","O","637",0.538332784156912,"Z02","W04","02","04",25,7,23,8,0.78125,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0393145161290323,0.554016620498615,0.539314516129032,0.56
"O_637_850","850","O","637",0.596751893939394,"Z02","W13","02","13",25,7,25,8,0.78125,0.757575757575758,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0236742424242424,0.533333333333333,0.523674242424242,0.83
"O_637_853","853","O","637",0.673682065217391,"Z02","Z06","02","06",25,7,24,8,0.78125,0.75,"O",143,637,101,853,96,2,1,637,853,0.03125,0.543478260869565,0.53125,0.62
"O_640_644","644","O","640",0.770699337427279,"W01","Y16","01","16",32,2,22,10,0.941176470588235,0.6875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.253676470588235,0.879120879120879,0.753676470588235,0.95
"O_640_651","651","O","640",0.740459211986682,"W01","X09","01","09",32,2,20,12,0.941176470588235,0.625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.316176470588235,0.905660377358491,0.816176470588235,0.74
"O_640_660","660","O","640",0.703349673202614,"W01","W06","01","06",32,2,22,11,0.941176470588235,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.274509803921569,0.888888888888889,0.774509803921569,0.65
"O_640_662","662","O","640",0.662794117647059,"W01","Y04","01","04",32,2,22,8,0.941176470588235,0.733333333333333,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.207843137254902,0.853333333333334,0.707843137254902,0.59
"O_640_671","671","O","640",0.663320433436532,"W01","Y05","01","05",32,2,24,8,0.941176470588235,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191176470588235,0.842105263157895,0.691176470588235,0.62
"O_640_673","673","O","640",0.757956588749037,"W01","Z11","01","11",32,2,21,13,0.941176470588235,0.617647058823529,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.323529411764706,0.908296943231441,0.823529411764706,0.8
"O_640_676","676","O","640",0.725699337427279,"W01","W10","01","10",32,2,22,10,0.941176470588235,0.6875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.253676470588235,0.879120879120879,0.753676470588235,0.77
"O_640_680","680","O","640",0.754892519665562,"W01","W14","01","14",32,2,20,9,0.941176470588235,0.689655172413793,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.251521298174442,0.878048780487805,0.751521298174442,0.89
"O_640_683","683","O","640",0.738320433436532,"W01","W15","01","15",32,2,27,9,0.941176470588235,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191176470588235,0.842105263157895,0.691176470588235,0.92
"O_640_687","687","O","640",0.65545716112532,"W01","Z13","01","13",32,2,28,4,0.941176470588235,0.875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0661764705882353,0.695652173913043,0.566176470588235,0.86
"O_640_701","701","O","640",0.577640158702777,"W01","W03","01","03",32,2,29,4,0.941176470588235,0.878787878787879,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0623885918003565,0.688172043010753,0.562388591800356,0.56
"O_640_702","702","O","640",0.752081871454165,"W01","Y12","01","12",32,2,21,11,0.941176470588235,0.65625,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.284926470588235,0.893401015228426,0.784926470588235,0.83
"O_640_711","711","O","640",0.745294117647059,"W01","Z15","01","15",32,2,22,8,0.941176470588235,0.733333333333333,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.207843137254902,0.853333333333334,0.707843137254902,0.92
"O_640_714","714","O","640",0.62545716112532,"W01","Y09","01","09",32,2,28,4,0.941176470588235,0.875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0661764705882353,0.695652173913043,0.566176470588235,0.74
"O_640_717","717","O","640",0.699781998226426,"W01","X06","01","06",32,2,23,11,0.941176470588235,0.676470588235294,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.264705882352941,0.884422110552764,0.764705882352941,0.65
"O_640_718","718","O","640",0.730820433436532,"W01","Z14","01","14",32,2,24,8,0.941176470588235,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191176470588235,0.842105263157895,0.691176470588235,0.89
"O_640_719","719","O","640",0.790243490838959,"W01","Y14","01","14",32,2,20,14,0.941176470588235,0.588235294117647,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.352941176470588,0.918032786885246,0.852941176470588,0.89
"O_640_720","720","O","640",0.620703554803216,"W01","Y02","01","02",32,2,27,7,0.941176470588235,0.794117647058823,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.147058823529412,0.805755395683453,0.647058823529412,0.53
"O_640_722","722","O","640",0.703199337427279,"W01","Y07","01","07",32,2,22,10,0.941176470588235,0.6875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.253676470588235,0.879120879120879,0.753676470588235,0.68
"O_640_723","723","O","640",0.701909854851031,"W01","X11","01","11",32,2,26,8,0.941176470588235,0.764705882352941,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.176470588235294,0.831168831168831,0.676470588235294,0.8
"O_640_731","731","O","640",0.648320433436532,"W01","Z03","01","03",32,2,24,8,0.941176470588235,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191176470588235,0.842105263157895,0.691176470588235,0.56
"O_640_738","738","O","640",0.608772505497526,"W01","X04","01","04",32,2,27,5,0.941176470588235,0.84375,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0974264705882353,0.747663551401869,0.597426470588235,0.59
"O_640_743","743","O","640",0.671909854851031,"W01","X07","01","07",32,2,26,8,0.941176470588235,0.764705882352941,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.176470588235294,0.831168831168831,0.676470588235294,0.68
"O_640_745","745","O","640",0.767281998226426,"W01","X15","01","15",32,2,23,11,0.941176470588235,0.676470588235294,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.264705882352941,0.884422110552764,0.764705882352941,0.92
"O_640_751","751","O","640",0.730820433436532,"W01","X14","01","14",32,2,21,7,0.941176470588235,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191176470588235,0.842105263157895,0.691176470588235,0.89
"O_640_754","754","O","640",0.711730776480641,"W01","Y11","01","11",32,2,23,8,0.941176470588235,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.199240986717268,0.847682119205298,0.699240986717268,0.8
"O_640_757","757","O","640",0.766510156209723,"W01","Y15","01","15",32,2,19,9,0.941176470588235,0.678571428571429,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.262605042016807,0.883435582822086,0.762605042016807,0.92
"O_640_766","766","O","640",0.690870614321117,"W01","X13","01","13",32,2,27,6,0.941176470588235,0.818181818181818,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.122994652406417,0.780487804878049,0.622994652406417,0.86
"O_640_781","781","O","640",0.659936974789916,"W01","X10","01","10",32,2,25,5,0.941176470588235,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.107843137254902,0.761904761904762,0.607843137254902,0.77
"O_640_786","786","O","640",0.56545716112532,"W01","Z01","01","01",32,2,28,4,0.941176470588235,0.875,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0661764705882353,0.695652173913043,0.566176470588235,0.5
"O_640_789","789","O","640",0.610545062061522,"W01","W05","01","05",32,2,29,5,0.941176470588235,0.852941176470588,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.0882352941176471,0.733944954128441,0.588235294117647,0.62
"O_640_790","790","O","640",0.667550505050505,"W01","Y06","01","06",32,2,25,8,0.941176470588235,0.757575757575758,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.183600713012478,0.836601307189543,0.683600713012478,0.65
"O_640_793","793","O","640",0.695261650114591,"W01","W08","01","08",32,2,24,9,0.941176470588235,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.213903743315508,0.857142857142857,0.713903743315508,0.71
"O_640_794","794","O","640",0.679742232687867,"W01","X05","01","05",32,2,22,9,0.941176470588235,0.709677419354839,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.231499051233397,0.867469879518072,0.731499051233397,0.62
"O_640_817","817","O","640",0.685820433436532,"W01","Y08","01","08",32,2,24,8,0.941176470588235,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191176470588235,0.842105263157895,0.691176470588235,0.71
"O_640_822","822","O","640",0.698722971402,"W01","X12","01","12",32,2,26,7,0.941176470588235,0.787878787878788,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.153297682709447,0.811594202898551,0.653297682709447,0.83
"O_640_824","824","O","640",0.686390429122469,"W01","Z12","01","12",32,2,26,6,0.941176470588235,0.8125,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.128676470588235,0.786885245901639,0.628676470588235,0.83
"O_640_827","827","O","640",0.659230776480641,"W01","Z04","01","04",32,2,23,8,0.941176470588235,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.199240986717268,0.847682119205298,0.699240986717268,0.59
"O_640_828","828","O","640",0.751988339714584,"W01","Z16","01","16",32,2,25,9,0.941176470588235,0.735294117647059,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.205882352941176,0.85207100591716,0.705882352941176,0.95
"O_640_829","829","O","640",0.630128083491461,"W01","X02","01","02",32,2,24,7,0.941176470588235,0.774193548387097,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.166982922201139,0.823529411764706,0.666982922201139,0.53
"O_640_839","839","O","640",0.854964701349621,"W01","W09","01","09",32,2,19,10,0.941176470588235,0.655172413793103,"O",138,640,90,839,60,0,1,640,839,0.286004056795132,0.893854748603352,0.786004056795132,0.74
"O_640_840","840","O","640",0.717761650114591,"W01","W11","01","11",32,2,24,9,0.941176470588235,0.727272727272727,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.213903743315508,0.857142857142857,0.713903743315508,0.8
"O_640_843","843","O","640",0.483370614321117,"W01","W02","01","02",32,2,27,6,0.941176470588235,0.818181818181818,"O",145,843,73,640,66,0,0,640,843,0.122994652406417,0.780487804878049,0.622994652406417,0.53
"O_640_848","848","O","640",0.812238562091503,"W01","X16b","01","16",32,2,17,13,0.941176470588235,0.566666666666667,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.374509803921569,0.924444444444445,0.874509803921569,0.95
"O_640_849","849","O","640",0.659230776480641,"W01","W04","01","04",32,2,23,8,0.941176470588235,0.741935483870968,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.199240986717268,0.847682119205298,0.699240986717268,0.59
"O_640_850","850","O","640",0.720050505050505,"W01","W13","01","13",32,2,25,8,0.941176470588235,0.757575757575758,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.183600713012478,0.836601307189543,0.683600713012478,0.86
"O_640_853","853","O","640",0.670820433436532,"W01","Z06","01","06",32,2,24,8,0.941176470588235,0.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,0.191176470588235,0.842105263157895,0.691176470588235,0.65
